Өрөөний_хувийн_дугаар,Хичээлийн_байр,Өрөөний_дугаар,Харьяалах_сургуулийн_нэр,Өрөөний_зориулалт,Талбайн_хэмжээ,Хичээлийн_хуваарь_тавих_боломж,Суудлын_тоо,Проектортой_эсэх
60ba0ae0424a08ba083599a4f4f0990d,Хичээлийн төв байр,302,Шинжлэх ухааны сургууль,Лаборатори,36.00,МУИС-н хэмжээнд,16,Проекторгүй
a1b23d531d61d3bbd3c3bb18f2ad1216,Хичээлийн төв байр,304,Шинжлэх ухааны сургууль,Багш нарын өрөө,24.00,Хуваарь тавих боломжгүй,4,Проекторгүй
5ba74fee7d148801c36823351c74534f,Хичээлийн төв байр,305,Шинжлэх ухааны сургууль,Албан ажлын өрөө,29.00,Хуваарь тавих боломжгүй,0,Проекторгүй
4af6b97f1ac800bb4c4fa902ab622cc4,Хичээлийн төв байр,307,Шинжлэх ухааны сургууль,Лаборатори,30.00,Харъяа сургуульд,6,Проекторгүй
174bd303eb5044bb1ecb813660057971,Хичээлийн төв байр,308,Шинжлэх ухааны сургууль,Лаборатори,51.00,Харъяа сургуульд,12,Проекторгүй
628dc68284438ffe49ee716b07055919,Хичээлийн төв байр,309,Шинжлэх ухааны сургууль,Багш нарын өрөө,16.00,Хуваарь тавих боломжгүй,2,Проекторгүй
094d6a72a7834123f47f4b726add1f54,Хичээлийн төв байр,310,Шинжлэх ухааны сургууль,Анги,34.00,Харъяа сургуульд,26,Проекторгүй
8f8f3d25edae665bb554f45f5a44c4e7,Хичээлийн төв байр,311,Шинжлэх ухааны сургууль,Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,1,Проекторгүй
f3b3a5f046d938bf9c2daadce11ea7a8,Хичээлийн төв байр,312,Шинжлэх ухааны сургууль,Багш нарын өрөө,18.00,Хуваарь тавих боломжгүй,4,Проекторгүй
e4825d1c756b2dd609d772371121d3ea,Хичээлийн төв байр,313,Шинжлэх ухааны сургууль,Лаборатори,52.00,МУИС-н хэмжээнд,16,Проекторгүй
f11eae34f10bf5dd4b4d65a120a5ebd0,Хичээлийн төв байр,314,Шинжлэх ухааны сургууль,Анги,32.00,МУИС-н хэмжээнд,24,Проекторгүй
00d22861c2a391e78ad1ce7fb5df0fca,Хичээлийн төв байр,315,Шинжлэх ухааны сургууль,Лаборатори,51.00,МУИС-н хэмжээнд,15,Проекторгүй
def4aa3456e89a762223f0f2ba381f71,Хичээлийн төв байр,316,Шинжлэх ухааны сургууль,Лаборатори,58.00,МУИС-н хэмжээнд,20,Проекторгүй
5bdd06a4fb08a8b1b20f5262fd7049f3,Хичээлийн төв байр,317,Шинжлэх ухааны сургууль,Лаборатори,23.00,Харъяа сургуульд,3,Проекторгүй
c9dad1751c5e86621eee9933c1ec2968,Хичээлийн төв байр,318а,Шинжлэх ухааны сургууль,Лаборатори,55.00,Харъяа сургуульд,18,Проекторгүй
6a9208daa1ed0b81aba6a870eae94f7e,Хичээлийн төв байр,318б,Шинжлэх ухааны сургууль,Багш нарын өрөө,23.00,Хуваарь тавих боломжгүй,4,Проекторгүй
4de5ce08981f9573a58259630bbcccd1,Хичээлийн төв байр,319,Шинжлэх ухааны сургууль,Лаборатори,22.00,Харъяа сургуульд,15,Проекторгүй
89d41fb97f61ae284a3f8035ded66dde,Хичээлийн төв байр,320,Шинжлэх ухааны сургууль,Албан ажлын өрөө,145.00,Хуваарь тавих боломжгүй,50,Проектортой
c72c6c72d1512c655bd9e13e8a4d04d2,Хичээлийн төв байр,321,Шинжлэх ухааны сургууль,Лаборатори,29.00,Харъяа сургуульд,4,Проекторгүй
4ba9f870ee38c21d7f0c9d853f50cc95,Хичээлийн төв байр,323,Шинжлэх ухааны сургууль,Лаборатори,46.00,Харъяа сургуульд,12,Проекторгүй
19daf2ee300c48bf96c3d7fc77a38ddc,Хичээлийн төв байр,324,Шинжлэх ухааны сургууль,Лаборатори,48.00,МУИС-н хэмжээнд,15,Проекторгүй
6377637f1fd3e83720d3d2bbf932fe5d,Хичээлийн төв байр,325,Шинжлэх ухааны сургууль,Багш нарын өрөө,23.00,Хуваарь тавих боломжгүй,4,Проекторгүй
e3fe2ef0e62ec577898ed298b2570e1b,Хичээлийн төв байр,326,Шинжлэх ухааны сургууль,Лаборатори,23.00,Харъяа сургуульд,2,Проекторгүй
a87cbcfaf754a40d956923818cd0555d,Хичээлийн төв байр,327,Шинжлэх ухааны сургууль,Багш нарын өрөө,23.00,Хуваарь тавих боломжгүй,3,Проекторгүй
ed87e353c8af6a06e993e589927ac058,Хичээлийн төв байр,328,Шинжлэх ухааны сургууль,Албан ажлын өрөө,27.00,Хуваарь тавих боломжгүй,3,Проекторгүй
eec90c13280be05a8ac1d4e513b490b2,Хичээлийн төв байр,329,Шинжлэх ухааны сургууль,Багш нарын өрөө,36.00,Хуваарь тавих боломжгүй,3,Проекторгүй
c0660510ccb268428c160d6b40a9d235,Хичээлийн төв байр,330 а,Шинжлэх ухааны сургууль,Лекцийн заал,156.00,МУИС-н хэмжээнд,132,Проектортой
3aae19bb699e24f37aa7e33459707893,Хичээлийн төв байр,330 б,Шинжлэх ухааны сургууль,Лаборатори,45.00,МУИС-н хэмжээнд,20,Проекторгүй
66de24f2da1ac693075bbde52b7d2f26,Хичээлийн төв байр,331,Шинжлэх ухааны сургууль,Анги,123.00,МУИС-н хэмжээнд,15,Проекторгүй
4a21b38412fe7d5fa6bfc39d2f286cdc,Хичээлийн төв байр,400,Шинжлэх ухааны сургууль,Анги,34.00,МУИС-н хэмжээнд,15,Проекторгүй
4083f4670fccfae0265a8e6210d1833d,Хичээлийн төв байр,401,Шинжлэх ухааны сургууль,Анги,32.00,МУИС-н хэмжээнд,25,Проекторгүй
8439ec7a89bbc4a06a18923f04cf43e8,Хичээлийн төв байр,402,Шинжлэх ухааны сургууль,Албан ажлын өрөө,67.00,Хуваарь тавих боломжгүй,4,Проекторгүй
294750e7a6d52ebd3250344722f45741,Хичээлийн төв байр,501,Шинжлэх ухааны сургууль,Лаборатори,66.00,МУИС-н хэмжээнд,16,Проекторгүй
cd7e789e1806d7aba0fe97c3bae165b8,Хичээлийн төв байр,125,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,15.00,Хуваарь тавих боломжгүй,10,Проекторгүй
e203cf8b158b7e158c7e48467fc98938,Хичээлийн төв байр,130,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,47.00,Хуваарь тавих боломжгүй,5,Проекторгүй
4e7710faad93c2a6c70d42d01756fdbe,Хичээлийн төв байр,200,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,50.00,Хуваарь тавих боломжгүй,3,Проекторгүй
69de7e938d142c483755ed2bc1c7543b,Хичээлийн төв байр,201,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,44.00,Хуваарь тавих боломжгүй,2,Проекторгүй
fb70490d22f7c68404105963d06ef955,Хичээлийн төв байр,202,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,54.00,Хуваарь тавих боломжгүй,2,Проекторгүй
4f84b2b96bfee822e4cef3faa53e1ea9,Хичээлийн төв байр,203,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,50.00,Хуваарь тавих боломжгүй,2,Проекторгүй
cdfc4393c7d6d64abb4bc60855aa125d,Хичээлийн төв байр,204,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,50.00,Хуваарь тавих боломжгүй,6,Проекторгүй
7ade746496559ba0c92cb243381d4ef8,Хичээлийн төв байр,205,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
f0e317a6d7e27fe075050a36971fee64,Хичээлийн төв байр,206,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,14.00,Хуваарь тавих боломжгүй,2,Проекторгүй
61c0f5435f127b3232b8ae828ae504fa,Хичээлийн төв байр,207,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,16.00,Хуваарь тавих боломжгүй,1,Проекторгүй
ad0e5fb007ce6822d4498452838d5e31,Хичээлийн төв байр,208,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,34.00,Хуваарь тавих боломжгүй,6,Проекторгүй
7b5409c0be03e4d25a6d129894fe7f8c,Хичээлийн төв байр,209,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,50.00,Хуваарь тавих боломжгүй,6,Проекторгүй
5aff0190d82e8ebe43118fa40d0f69d8,Хичээлийн төв байр,210,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,34.00,Хуваарь тавих боломжгүй,6,Проекторгүй
9c5e677d5b065be521c54fb8c3f10afd,Хичээлийн төв байр,211,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
94ce956d7a1004ba98a54363beded047,Хичээлийн төв байр,212,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,18.00,Хуваарь тавих боломжгүй,2,Проекторгүй
3dd196bee4db4ead0ae2c6ab977a2862,Хичээлийн төв байр,213,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,17.00,Хуваарь тавих боломжгүй,1,Проекторгүй
1b950ae0dc652c42589cda0872222b66,Хичээлийн төв байр,214,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,33.00,Хуваарь тавих боломжгүй,5,Проекторгүй
407f867a534677b1f8a86cf953d66693,Хичээлийн төв байр,215,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,32.00,Хуваарь тавих боломжгүй,4,Проекторгүй
192727590862f55944069a112af67e4d,Хичээлийн төв байр,216,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,175.00,Хуваарь тавих боломжгүй,100,Проектортой
e3a2c47a1d431dc536d08794953a3503,Хичээлийн төв байр,218,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,23.00,Хуваарь тавих боломжгүй,1,Проекторгүй
96af436bdf44a6c6da1703e21a335a5a,Хичээлийн төв байр,219,"Элсэлт, бүртгэлийн хэлтэс",Албан ажлын өрөө,33.00,Хуваарь тавих боломжгүй,4,Проекторгүй
bc1d64a755694d9f8138e01329989d59,Орхон сургуулийн хичээлийн байр,01,Эрдэнэт сургууль,"Биеийн тамирын өрөө, зал ",32.00,Харъяа сургуульд,300,Проекторгүй
7c13020b4ee7133614c5f28620a28271,Орхон сургуулийн хичээлийн байр,02,Эрдэнэт сургууль,"Биеийн тамирын өрөө, зал ",32.00,Харъяа сургуульд,300,Проекторгүй
5eaf027bbee585713a33d20c70632030,Орхон сургуулийн хичээлийн байр,203,Эрдэнэт сургууль,Анги,15.00,Харъяа сургуульд,30,Проекторгүй
47d1b94eb789e68ee2e4d1eab58293b3,Орхон сургуулийн хичээлийн байр,205,Эрдэнэт сургууль,Лекцийн заал,70.00,Харъяа сургуульд,100,Проекторгүй
dc9b7c359309216dc87c19ef2ff0e8f5,Орхон сургуулийн хичээлийн байр,206,Эрдэнэт сургууль,Лекцийн заал,56.00,Харъяа сургуульд,80,Проекторгүй
6d5b1ccc1839531d36813a3bacded7b3,Орхон сургуулийн хичээлийн байр,208,Эрдэнэт сургууль,Анги,37.00,Харъяа сургуульд,45,Проекторгүй
cf39f2c8f41c857d43c38539cf5d2bce,Орхон сургуулийн хичээлийн байр,209,Эрдэнэт сургууль,Анги,70.00,Харъяа сургуульд,150,Проекторгүй
94f9571e36ce6caa37b8cce68258cb25,Орхон сургуулийн хичээлийн байр,210,Эрдэнэт сургууль,Анги,42.00,Харъяа сургуульд,45,Проекторгүй
c5e0b38bf0d4689901f01b0ad08d1ba7,Орхон сургуулийн хичээлийн байр,211,Эрдэнэт сургууль,Анги,17.00,Харъяа сургуульд,30,Проекторгүй
691f4b4df306302e24b96b2aedd841b4,Орхон сургуулийн хичээлийн байр,215,Эрдэнэт сургууль,Анги,15.00,Харъяа сургуульд,45,Проекторгүй
39f8611e0beec55e8137f91139daa632,Орхон сургуулийн хичээлийн байр,216,Эрдэнэт сургууль,Анги,21.00,Харъяа сургуульд,60,Проекторгүй
9a763d7dd36e6f6457aaba2ada0d5484,Орхон сургуулийн хичээлийн байр,217,Эрдэнэт сургууль,Лекцийн заал,56.00,Харъяа сургуульд,150,Проекторгүй
75754517f78fbf9aaf1030b77bd5a15c,Орхон сургуулийн хичээлийн байр,219,Эрдэнэт сургууль,Анги,18.00,Харъяа сургуульд,35,Проекторгүй
8b018de8aa6d9e354a6f5aa98e77046b,Орхон сургуулийн хичээлийн байр,220,Эрдэнэт сургууль,Лаборатори,60.00,Харъяа сургуульд,60,Проекторгүй
22552a5f31432786a4e6df8fc51eced3,Орхон сургуулийн хичээлийн байр,221,Эрдэнэт сургууль,Лаборатори,60.00,Харъяа сургуульд,50,Проекторгүй
b9c76cac51c635fea4a9562e44d4fddc,Орхон сургуулийн хичээлийн байр,222,Эрдэнэт сургууль,Анги,35.00,Харъяа сургуульд,60,Проекторгүй
398a6b0a583058df90128fbb786d409f,Орхон сургуулийн хичээлийн байр,223,Эрдэнэт сургууль,Анги,15.00,Харъяа сургуульд,150,Проекторгүй
039efd18df401a30ee0dae59cccbecc0,Орхон сургуулийн хичээлийн байр,224,Эрдэнэт сургууль,Лаборатори,35.00,Харъяа сургуульд,35,Проекторгүй
adfe8e6463f22c304c676811ffa7ea3b,Орхон сургуулийн хичээлийн байр,304,Эрдэнэт сургууль,Анги,35.00,Харъяа сургуульд,31,Проекторгүй
bec3b92824bf33fdcf0cd0b51f4847cd,Орхон сургуулийн хичээлийн байр,305,Эрдэнэт сургууль,Лекцийн заал,150.00,Харъяа сургуульд,150,Проекторгүй
8642a7b40350bf5efae6618b054eef8c,Орхон сургуулийн хичээлийн байр,306,Эрдэнэт сургууль,Лекцийн заал,112.00,Харъяа сургуульд,150,Проекторгүй
8ef6330b40246d4a240dcf9cdcb216c1,Орхон сургуулийн хичээлийн байр,309,Эрдэнэт сургууль,Анги,34.00,Харъяа сургуульд,31,Проекторгүй
931e8be652c691894f8504013ad327b0,Орхон сургуулийн хичээлийн байр,311,Эрдэнэт сургууль,Анги,32.00,Харъяа сургуульд,35,Проекторгүй
ec4b255454a55faf0c49828108ed30ee,Орхон сургуулийн хичээлийн байр,312,Эрдэнэт сургууль,Лекцийн заал,56.00,Харъяа сургуульд,100,Проекторгүй
ba83e0a2d979593a946909508c697263,Орхон сургуулийн хичээлийн байр,313,Эрдэнэт сургууль,Лекцийн заал,56.00,Харъяа сургуульд,150,Проекторгүй
0bb096479ce158b000f8e2ca06d026af,Орхон сургуулийн хичээлийн байр,314,Эрдэнэт сургууль,Анги,17.00,Харъяа сургуульд,30,Проекторгүй
71b42d20a0e4b1d2d2181a3b4e802203,Орхон сургуулийн хичээлийн байр,315,Эрдэнэт сургууль,Анги,35.00,Харъяа сургуульд,60,Проекторгүй
eeaf8a5b00a71ef64e306ff93ba47561,Орхон сургуулийн хичээлийн байр,316,Эрдэнэт сургууль,Анги,35.00,Харъяа сургуульд,30,Проекторгүй
9a0e5ab5106de74c673a3e0ee397557e,Орхон сургуулийн хичээлийн байр,317,Эрдэнэт сургууль,Анги,17.00,Харъяа сургуульд,30,Проекторгүй
3947dd36a9b006ca7319e60561128f86,Орхон сургуулийн хичээлийн байр,318,Эрдэнэт сургууль,Анги,32.00,Харъяа сургуульд,30,Проекторгүй
09c567a37305ef5e92945d0784c727d5,Орхон сургуулийн хичээлийн байр,319,Эрдэнэт сургууль,Анги,15.00,Харъяа сургуульд,45,Проекторгүй
